	gall_1	non_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN27296_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN25897_c0_g1	8	199	gall	non	-3.9898548126842703	4.54698003244288	2.76129675186073e-06	7.790679043382042e-05
TRINITY_DN26572_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN51977_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN63614_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN7169_c0_g1	2	7	gall	non	-1.13894102251745	0.7049809416608879	0.5855072463768121	0.6834571921087921
TRINITY_DN35148_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN24914_c0_g1	11	13	gall	non	0.385329787544363	1.8446945391833	0.683326794010689	0.77336686489261
TRINITY_DN33498_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN25083_c2_g1	38	99	gall	non	-0.7496370272594771	4.10550963420355	0.313565618479495	0.40482544848725105
TRINITY_DN2854_c0_g1	8	12	gall	non	0.0447629887176302	1.60907101436885	1.0	1.0
TRINITY_DN25520_c0_g3	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN29476_c0_g1	1	8	gall	non	-2.26181204946849	0.6932444156815091	0.12495974235104701	0.19870698777436602
TRINITY_DN25359_c1_g9	40	51	gall	non	0.27903063940293105	3.61277553399571	0.724796311476375	0.8141516000959019
TRINITY_DN18729_c0_g1	3	11	gall	non	-1.2175380573073797	1.16557663023667	0.390133159226838	0.48950611885154205
TRINITY_DN31394_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25606_c0_g8	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN22181_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN26267_c7_g6	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25336_c6_g2	10	67	gall	non	-2.10305763465958	3.25428751570566	0.0121394624605511	0.0651584213129885
TRINITY_DN24974_c0_g4	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN64813_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN43113_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN32971_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN38471_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25090_c3_g4	21	0	gall	non	7.7483336398719205	1.7916824742302702	7.446065301992701e-05	0.00117850939973849
TRINITY_DN62883_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN71318_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN20510_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN15501_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN24706_c0_g1	25	0	gall	non	7.998798478506299	2.02090611198256	2.24823545641969e-05	0.000433518149228484
TRINITY_DN25224_c2_g1	37	95	gall	non	-0.7286027890569431	4.05541742560968	0.31142089185655797	0.402089174416818
TRINITY_DN42851_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN17064_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN25301_c1_g1	313	237	gall	non	1.03108678186915	6.2391629620413305	0.126050122949183	0.20041822908579202
TRINITY_DN9498_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22315_c0_g1	13	15	gall	non	0.420146422466503	2.04032757465399	0.7176967762050821	0.806752373634284
TRINITY_DN6355_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26170_c1_g3	30	21	gall	non	1.1391708484653	2.87074746632411	0.17395066268291	0.261542898682074
TRINITY_DN19785_c0_g1	19	27	gall	non	0.122661919211019	2.67317166441889	0.936149745664451	0.9993538394847429
TRINITY_DN67301_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN33633_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN60205_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN20388_c1_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN18267_c0_g1	13	2	gall	non	3.2359744014821805	1.34721204720996	0.00547933918345486	0.0343637069238416
TRINITY_DN38152_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN58394_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN35219_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25588_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN20689_c0_g1	4	5	gall	non	0.300147239320931	0.7286080023024429	1.0	1.0
TRINITY_DN6525_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25659_c2_g2	741	681	gall	non	0.7519712791703659	7.57935314679989	0.256186750802537	0.36634152344253795
TRINITY_DN8126_c0_g1	6	1	gall	non	3.03465915759238	0.5223492594522849	0.12495974235104701	0.19870698777436602
TRINITY_DN26178_c0_g3	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN12205_c0_g2	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN22401_c0_g2	11	6	gall	non	1.48149971352798	1.45989940539231	0.22815758642039	0.329356098216242
TRINITY_DN23766_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN26202_c2_g7	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN13974_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN5552_c0_g1	1	15	gall	non	-3.15610423980993	1.28948782666147	0.0536328609888605	0.130186290411476
TRINITY_DN37183_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN7203_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN71521_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN21607_c0_g1	7	8	gall	non	0.430587842541849	1.28244968222348	0.700311134755203	0.788743027479852
TRINITY_DN41154_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN25072_c0_g5	19	23	gall	non	0.352584675034636	2.56479066167369	0.664640411423807	0.7552289304950429
TRINITY_DN23799_c0_g1	79	0	gall	non	9.6548625341229	3.63972834424852	2.26492977906211e-09	1.9307767341779602e-07
TRINITY_DN21292_c0_g1	0	18	gall	non	-6.901054758034969	1.41075825963305	0.00140897293288839	0.0124689987049965
TRINITY_DN21435_c0_g1	8	28	gall	non	-1.16728883483443	2.2959197117392	0.19516587142232197	0.284690761244865
TRINITY_DN25972_c1_g3	79	0	gall	non	9.6548625341229	3.63972834424852	2.26492977906211e-09	1.9307767341779602e-07
TRINITY_DN25702_c2_g4	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25600_c0_g6	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN69357_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26116_c4_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN52291_c0_g1	6	13	gall	non	-0.47854894453273206	1.53161161491636	0.745854585473486	0.833952396592603
TRINITY_DN39772_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN26047_c2_g8	15	13	gall	non	0.8293833560401809	2.05796428933029	0.394949372792455	0.494300763862146
TRINITY_DN256_c0_g1	0	35	gall	non	-7.85453767815274	2.19788061825644	2.8247060862709003e-05	0.000521889479518628
TRINITY_DN25832_c2_g3	66	55	gall	non	0.891482460429923	4.0596327029512596	0.21931510991118	0.31783248483869503
TRINITY_DN20846_c0_g1	10	9	gall	non	0.7722302811087769	1.5717242795920199	0.514813299540291	0.617904215819215
TRINITY_DN9853_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN19622_c0_g2	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN43794_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN27896_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN32619_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23533_c2_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22824_c0_g1	15	13	gall	non	0.8293833560401809	2.05796428933029	0.394949372792455	0.494300763862146
TRINITY_DN25592_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN14795_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN21326_c1_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25308_c0_g5	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN15478_c0_g2	3	7	gall	non	-0.5766454618856109	0.81924525904837	0.799900049975013	0.8732848717272259
TRINITY_DN25257_c0_g2	19	58	gall	non	-0.9761118549970039	3.30272236179407	0.217702702104709	0.316004661213459
TRINITY_DN23890_c0_g1	7	10	gall	non	0.114045598469033	1.41833185963931	1.0	1.0
TRINITY_DN5652_c0_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN26164_c0_g5	16	0	gall	non	7.35811143076527	1.4478642644588602	0.00039082463999038	0.00449766597096422
TRINITY_DN8385_c0_g1	9	12	gall	non	0.21274440666219196	1.67385099903274	1.0	1.0
TRINITY_DN72882_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN35728_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN23470_c0_g2	20	16	gall	non	0.9456418839999509	2.3911702628504803	0.29394860202398104	0.38146615372445203
TRINITY_DN46436_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25374_c0_g2	1156	616	gall	non	1.53818915883937	7.9734313717570995	0.0222037042333383	0.0855940443686829
TRINITY_DN16739_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN24921_c2_g3	3	17	gall	non	-1.83861788767086	1.5599656519982	0.11545961979777301	0.187175972810737
TRINITY_DN14401_c0_g1	2	6	gall	non	-0.92164581450373	0.5938770313845699	0.7697262479871179	0.849796378849567
TRINITY_DN29902_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN20589_c0_g1	1	7	gall	non	-2.07300173487084	0.581908530924166	0.18695652173913002	0.274745238875432
TRINITY_DN44728_c0_g1	2	6	gall	non	-0.92164581450373	0.5938770313845699	0.7697262479871179	0.849796378849567
TRINITY_DN53165_c0_g1	7	1	gall	non	3.25373154129471	0.65455852490346	0.08447204968944098	0.154727494458257
TRINITY_DN16315_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26061_c0_g10	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN41977_c0_g1	5	2	gall	non	1.8746520959283501	0.509892706029628	0.18695652173913002	0.274745238875432
TRINITY_DN21185_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN24363_c0_g1	18	18	gall	non	0.6260042864471701	2.37528773085086	0.488686774430141	0.590042656789641
TRINITY_DN25399_c0_g1	65	21	gall	non	2.25211332107708	3.6653853171478796	0.00329508991069848	0.0235871170397298
TRINITY_DN26276_c4_g7	509	0	gall	non	12.3410909430246	6.35333260627345	5.2567721637900614e-17	5.76377877558733e-14
TRINITY_DN17622_c0_g3	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN19398_c1_g1	22	0	gall	non	7.81514282373173	1.8522244445802598	4.5323875751260104e-05	0.000760107213746212
TRINITY_DN3469_c0_g1	3	18	gall	non	-1.92037015259786	1.6157733378777	0.091098217238373	0.154727494458257
TRINITY_DN14095_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN25948_c0_g7	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN44086_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN26052_c2_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN23413_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN22814_c0_g1	35	19	gall	non	1.5041911083686	2.96996936757128	0.0637892197266133	0.145669847077531
TRINITY_DN21011_c0_g1	5	2	gall	non	1.8746520959283501	0.509892706029628	0.18695652173913002	0.274745238875432
TRINITY_DN27533_c0_g1	4	6	gall	non	0.0442188116539288	0.830854492358018	1.0	1.0
TRINITY_DN11491_c0_g1	13	18	gall	non	0.159524236693343	2.15895283040647	0.909314911674813	0.9734525030814101
TRINITY_DN32782_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN25023_c4_g1	6	21	gall	non	-1.1640658515748799	1.93591404085287	0.28511543198625394	0.37124993432459397
TRINITY_DN23848_c0_g2	13	1	gall	non	4.13758231156081	1.27489939273706	0.00547933918345486	0.0343637069238416
TRINITY_DN39766_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN24218_c0_g1	19	23	gall	non	0.352584675034636	2.56479066167369	0.664640411423807	0.7552289304950429
TRINITY_DN25911_c5_g3	11	13	gall	non	0.385329787544363	1.8446945391833	0.683326794010689	0.77336686489261
TRINITY_DN46105_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN3961_c0_g1	5	7	gall	non	0.141926621851767	1.02588521625795	1.0	1.0
TRINITY_DN69104_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN11360_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN37467_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN24409_c0_g2	48	0	gall	non	8.93719964807733	2.9228783400842295	1.46827987007839e-07	6.66004208685915e-06
TRINITY_DN58649_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN63916_c0_g1	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN26221_c0_g7	14	16	gall	non	0.43408415529103495	2.12916508087842	0.7321955985396821	0.8214241063672248
TRINITY_DN18205_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN47569_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN50890_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN62381_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN23291_c0_g1	50	41	gall	non	0.9140814307171621	3.65970488747856	0.228052388730492	0.329356098216242
TRINITY_DN28775_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN33908_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN24740_c0_g2	4	11	gall	non	-0.81396899178156	1.2504597095711298	0.542974480501684	0.644768254715318
TRINITY_DN65671_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN25623_c1_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN13272_c0_g1	20	12	gall	non	1.3561644888484699	2.2547359224420496	0.10969460217431	0.178102495166286
TRINITY_DN46327_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25437_c3_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN29058_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN33932_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN26108_c2_g2	6	25	gall	non	-1.41394620721339	2.09986188865596	0.174455762077239	0.26216597508246997
TRINITY_DN25427_c0_g7	124	47	gall	non	2.0263773405471497	4.63830259065477	0.0048371888738340295	0.0307002184872856
TRINITY_DN15078_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN25328_c2_g4	588	819	gall	non	0.152209143406326	7.50106153772373	0.817736278429945	0.890891538588261
TRINITY_DN25702_c1_g2	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN58011_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN24662_c0_g3	21	19	gall	non	0.7699118355118829	2.5221620270267797	0.37240770228347	0.47009400239228705
TRINITY_DN22910_c0_g1	55	51	gall	non	0.737499123443366	3.8608261804542403	0.32689966891992	0.42058868546761796
TRINITY_DN32554_c0_g1	5	6	gall	non	0.359221829865492	0.937325452837144	1.0	1.0
TRINITY_DN53457_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN53628_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN50139_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22144_c0_g1	38	0	gall	non	8.60093896073344	2.5933917480860402	1.03207686051889e-06	3.33505568434136e-05
TRINITY_DN13630_c0_g1	8	17	gall	non	-0.452424242523185	1.8640067886904197	0.683326794010689	0.77336686489261
TRINITY_DN17281_c0_g2	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN73016_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN22605_c0_g1	16	0	gall	non	7.35811143076527	1.4478642644588602	0.00039082463999038	0.00449766597096422
TRINITY_DN16995_c0_g2	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN22456_c0_g1	21	60	gall	non	-0.881212037639174	3.3763640267448998	0.258293035347502	0.369270430508724
TRINITY_DN64513_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN21566_c0_g1	8	8	gall	non	0.6207378686644179	1.3626604463737602	0.580435588657284	0.6829525759523261
TRINITY_DN25974_c0_g12	2	14	gall	non	-2.1235404290994597	1.29985723234453	0.14388880828403	0.22710376437046104
TRINITY_DN22140_c1_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN70128_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN19918_c0_g1	1	7	gall	non	-2.07300173487084	0.581908530924166	0.18695652173913002	0.274745238875432
TRINITY_DN24941_c0_g4	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN54810_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
