	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN12269_c0_g1	SMP_1	SMP_2	-0.582829968	2.481050963	0.428031288	1
TRINITY_DN12270_c0_g1	SMP_1	SMP_2	0.654441974	3.540554286	0.342326343	1
TRINITY_DN12270_c0_g3	SMP_1	SMP_2	0.633464428	3.59977085	0.355332558	1
TRINITY_DN12270_c0_g4	SMP_1	SMP_2	-0.640774051	2.534971249	0.361939018	1
TRINITY_DN12270_c0_g6	SMP_1	SMP_2	-0.232620346	4.065044939	0.740042212	1
TRINITY_DN12270_c0_g8	SMP_1	SMP_2	-0.518211922	0.69526301	0.579400586	1
TRINITY_DN12271_c0_g1	SMP_1	SMP_2	-0.302775753	7.016740521	0.645248867	1
TRINITY_DN12271_c0_g2	SMP_1	SMP_2	-0.239967027	7.485591421	0.714823257	1
TRINITY_DN12271_c0_g3	SMP_1	SMP_2	-0.881457637	3.835259849	0.19600531	0.952168815
TRINITY_DN12272_c0_g1	SMP_1	SMP_2	-0.132873892	7.161043912	0.840194235	1
TRINITY_DN12273_c1_g1	SMP_1	SMP_2	1.9330396	4.8940462	0.005119674	0.099265967
TRINITY_DN12273_c1_g2	SMP_1	SMP_2	-0.801443122	1.101561042	0.342552839	1
TRINITY_DN12273_c2_g1	SMP_1	SMP_2	0.112533616	5.064471821	0.871340137	1
TRINITY_DN12273_c2_g2	SMP_1	SMP_2	-0.426451438	8.408336028	0.515457445	1
TRINITY_DN12274_c0_g1	SMP_1	SMP_2	-0.055190327	2.816555397	0.962671981	1
TRINITY_DN12275_c0_g1	SMP_1	SMP_2	-0.1158651	3.790298226	0.874579943	1
TRINITY_DN12275_c0_g2	SMP_1	SMP_2	-0.51351477	5.827879634	0.437486087	1
TRINITY_DN12276_c0_g1	SMP_1	SMP_2	-0.658877209	4.946421542	0.326081326	1
TRINITY_DN12277_c1_g1	SMP_1	SMP_2	0.66104544	4.262449207	0.331632369	1
TRINITY_DN12277_c1_g2	SMP_1	SMP_2	0.654645476	4.345603068	0.333851801	1
TRINITY_DN12278_c0_g1	SMP_1	SMP_2	-0.184352688	5.959103805	0.782569585	1
TRINITY_DN12278_c0_g2	SMP_1	SMP_2	-0.098348048	6.97509796	0.881753153	1
TRINITY_DN12278_c0_g5	SMP_1	SMP_2	0.053052967	3.172061638	0.955934672	1
TRINITY_DN12278_c0_g6	SMP_1	SMP_2	-0.116654755	3.674133183	0.874941773	1
TRINITY_DN12279_c0_g1	SMP_1	SMP_2	-0.097352729	5.982325412	0.884691445	1
TRINITY_DN12279_c0_g2	SMP_1	SMP_2	0.761768498	4.122964817	0.262785204	1
TRINITY_DN12280_c0_g1	SMP_1	SMP_2	0.018044704	4.18663008	0.985222228	1
TRINITY_DN12281_c0_g1	SMP_1	SMP_2	2.478753499	5.735039265	0.000384276	0.013360181
TRINITY_DN12281_c0_g2	SMP_1	SMP_2	0.101091532	3.458310914	0.890889607	1
TRINITY_DN12281_c0_g3	SMP_1	SMP_2	-0.947839644	4.116214825	0.161325737	0.887744505
TRINITY_DN12282_c0_g1	SMP_1	SMP_2	0.269994457	2.122253906	0.73496352	1
TRINITY_DN12282_c0_g2	SMP_1	SMP_2	-0.60391239	6.533529459	0.359930863	1
TRINITY_DN12283_c0_g1	SMP_1	SMP_2	-0.651996206	5.999090359	0.323969142	1
TRINITY_DN12284_c0_g1	SMP_1	SMP_2	-0.971089067	3.114851641	0.165584089	0.896907457
TRINITY_DN12284_c0_g2	SMP_1	SMP_2	0.254047906	2.921173872	0.742298766	1
TRINITY_DN12285_c0_g1	SMP_1	SMP_2	0.521001542	2.513410472	0.484791928	1
TRINITY_DN12286_c1_g1	SMP_1	SMP_2	-0.240491954	4.995214589	0.717972531	1
TRINITY_DN12287_c0_g1	SMP_1	SMP_2	-0.559771868	4.89103485	0.401098277	1
TRINITY_DN12287_c0_g2	SMP_1	SMP_2	0.225811931	4.635370926	0.738788038	1
TRINITY_DN12287_c0_g3	SMP_1	SMP_2	-0.158706695	2.336179801	0.846160894	1
TRINITY_DN12288_c0_g1	SMP_1	SMP_2	0.366333582	3.614961353	0.601904313	1
TRINITY_DN12288_c0_g2	SMP_1	SMP_2	0.351551023	1.432667701	0.680978116	1
TRINITY_DN12288_c0_g3	SMP_1	SMP_2	0.422803974	3.145118842	0.545327761	1
TRINITY_DN12288_c0_g5	SMP_1	SMP_2	-1.095282313	0.175160766	0.241983056	1
TRINITY_DN12289_c0_g1	SMP_1	SMP_2	0.334152417	2.641969383	0.653541916	1
TRINITY_DN12289_c0_g2	SMP_1	SMP_2	1.305804492	1.48465375	0.092992969	0.715206553
TRINITY_DN12290_c0_g1	SMP_1	SMP_2	-0.022326891	7.266537963	0.973661252	1
TRINITY_DN12291_c0_g1	SMP_1	SMP_2	0.525119102	3.11360513	0.46007117	1
TRINITY_DN12291_c0_g2	SMP_1	SMP_2	0.095343048	4.325957815	0.89288372	1
TRINITY_DN12291_c0_g3	SMP_1	SMP_2	-0.552027217	4.700646367	0.409703719	1
TRINITY_DN12291_c0_g4	SMP_1	SMP_2	-0.470610148	4.617710283	0.480695397	1
TRINITY_DN12292_c0_g1	SMP_1	SMP_2	-1.219526575	3.32689456	0.077158071	0.652115296
TRINITY_DN12293_c0_g1	SMP_1	SMP_2	-0.213684769	3.637927888	0.767383155	1
TRINITY_DN12294_c0_g1	SMP_1	SMP_2	-0.356209893	4.969813515	0.595809693	1
TRINITY_DN12295_c0_g1	SMP_1	SMP_2	-1.786984636	4.768747807	0.009058952	0.155504961
TRINITY_DN12295_c0_g2	SMP_1	SMP_2	-0.27350818	4.145983219	0.689282078	1
TRINITY_DN12296_c0_g1	SMP_1	SMP_2	1.168497661	5.731465357	0.080696899	0.667664086
TRINITY_DN12297_c0_g1	SMP_1	SMP_2	0.384739798	4.633330343	0.56995042	1
TRINITY_DN12297_c0_g2	SMP_1	SMP_2	0.300823433	2.069935635	0.69934729	1
TRINITY_DN12297_c0_g3	SMP_1	SMP_2	0.120246544	5.076771156	0.86049729	1
TRINITY_DN12298_c1_g1	SMP_1	SMP_2	0.419746949	3.473433568	0.544417521	1
TRINITY_DN12298_c1_g2	SMP_1	SMP_2	-0.134422138	3.222122074	0.844494194	1
TRINITY_DN12299_c0_g1	SMP_1	SMP_2	-0.709922667	6.040199279	0.283355493	1
TRINITY_DN12300_c0_g1	SMP_1	SMP_2	-1.5117582	0.870323754	0.067852282	0.608360295
TRINITY_DN12300_c1_g1	SMP_1	SMP_2	-0.278835442	4.533377713	0.677113326	1
TRINITY_DN12301_c0_g1	SMP_1	SMP_2	-1.091163431	5.156205201	0.103275574	0.747691381
TRINITY_DN12302_c0_g1	SMP_1	SMP_2	-0.231361999	1.686918689	0.804884286	1
TRINITY_DN12302_c0_g2	SMP_1	SMP_2	-0.69505188	4.106110542	0.303931441	1
TRINITY_DN12302_c0_g4	SMP_1	SMP_2	0.171823596	1.810269002	0.854684724	1
TRINITY_DN12303_c1_g1	SMP_1	SMP_2	0.134714983	4.751747307	0.845710128	1
TRINITY_DN12303_c1_g2	SMP_1	SMP_2	-0.322734299	3.361357404	0.649479859	1
TRINITY_DN12303_c1_g3	SMP_1	SMP_2	0.392043524	0.175591428	0.792442655	1
TRINITY_DN12303_c1_g4	SMP_1	SMP_2	-0.27256842	4.999704864	0.683500325	1
TRINITY_DN12304_c0_g1	SMP_1	SMP_2	-0.028322031	4.087644433	0.976293858	1
TRINITY_DN12305_c0_g2	SMP_1	SMP_2	0.220490729	4.061171747	0.7542322	1
TRINITY_DN12306_c0_g1	SMP_1	SMP_2	-1.03099758	1.112575088	0.191344486	0.944831193
TRINITY_DN12306_c2_g1	SMP_1	SMP_2	3.707143517	3.942784365	1.49E-06	0.000145754
TRINITY_DN12306_c3_g1	SMP_1	SMP_2	-0.162985592	5.515694923	0.806498062	1
TRINITY_DN12306_c3_g2	SMP_1	SMP_2	-0.333905332	2.463910094	0.657234558	1
TRINITY_DN12307_c0_g1	SMP_1	SMP_2	0.726627158	2.944860011	0.301702456	1
TRINITY_DN12308_c0_g1	SMP_1	SMP_2	-0.627647601	4.107282676	0.354007311	1
TRINITY_DN12308_c0_g2	SMP_1	SMP_2	0.890613819	1.755966807	0.243370008	1
TRINITY_DN12309_c1_g1	SMP_1	SMP_2	-0.015489632	4.827483292	0.985751716	1
TRINITY_DN12309_c1_g2	SMP_1	SMP_2	0.00634623	5.905456302	0.995479162	1
TRINITY_DN12309_c1_g3	SMP_1	SMP_2	1.362854442	-0.226625599	0.228157586	0.995369741
TRINITY_DN12309_c2_g1	SMP_1	SMP_2	0.127413692	3.693278977	0.855991787	1
TRINITY_DN12310_c0_g1	SMP_1	SMP_2	0.15494639	5.14766018	0.818593727	1
TRINITY_DN12311_c3_g2	SMP_1	SMP_2	0.062748036	0.137187222	1	1
TRINITY_DN12311_c3_g3	SMP_1	SMP_2	0.313819877	3.065682954	0.661954398	1
TRINITY_DN12311_c3_g4	SMP_1	SMP_2	0.207841995	2.088397773	0.788911567	1
TRINITY_DN12311_c4_g1	SMP_1	SMP_2	0.597618479	2.47088093	0.401264093	1
TRINITY_DN12312_c1_g1	SMP_1	SMP_2	-0.088390973	1.901292364	0.93134059	1
TRINITY_DN12312_c2_g1	SMP_1	SMP_2	1.427473679	0.812011354	0.113190717	0.786217508
TRINITY_DN12312_c2_g2	SMP_1	SMP_2	0.878104845	1.958534637	0.250424087	1
TRINITY_DN12312_c2_g3	SMP_1	SMP_2	-0.920123351	2.764491755	0.192920092	0.948429693
TRINITY_DN12312_c2_g4	SMP_1	SMP_2	0.158360485	3.133658999	0.835294293	1
TRINITY_DN12312_c2_g5	SMP_1	SMP_2	-0.27679172	3.968978116	0.690956713	1
TRINITY_DN12313_c0_g1	SMP_1	SMP_2	-0.851298538	7.155152517	0.197299831	0.954235564
TRINITY_DN12314_c0_g1	SMP_1	SMP_2	-0.388969856	3.366488383	0.570804911	1
TRINITY_DN12314_c0_g2	SMP_1	SMP_2	0.219369667	2.781426274	0.754370739	1
TRINITY_DN12315_c0_g1	SMP_1	SMP_2	-1.274293143	4.659367178	0.059922522	0.570112379
TRINITY_DN12315_c0_g2	SMP_1	SMP_2	-1.820764199	2.724298079	0.011895924	0.189810196
TRINITY_DN12316_c3_g1	SMP_1	SMP_2	0.518990035	2.99241783	0.462319288	1
TRINITY_DN12316_c3_g2	SMP_1	SMP_2	0.980275595	3.992008867	0.151077647	0.858882085
TRINITY_DN12316_c3_g3	SMP_1	SMP_2	0.347263142	1.687887889	0.688962399	1
TRINITY_DN12316_c3_g4	SMP_1	SMP_2	0.656467132	3.134981918	0.344957435	1
TRINITY_DN12317_c0_g1	SMP_1	SMP_2	-0.811069091	8.536979201	0.218009662	0.986435661
TRINITY_DN12318_c0_g1	SMP_1	SMP_2	-0.582885191	6.723453357	0.376456622	1
TRINITY_DN12319_c0_g1	SMP_1	SMP_2	-0.015225701	4.611159692	0.988969478	1
TRINITY_DN12320_c1_g2	SMP_1	SMP_2	-0.760614049	1.972201761	0.322725689	1
TRINITY_DN12320_c1_g4	SMP_1	SMP_2	0.680588719	0.807690632	0.477216475	1
TRINITY_DN12320_c1_g5	SMP_1	SMP_2	1.889909463	0.395120677	0.048036813	0.502860418
TRINITY_DN12320_c1_g6	SMP_1	SMP_2	0.080157844	3.043497885	0.91995518	1
TRINITY_DN12321_c1_g1	SMP_1	SMP_2	0.426167284	2.978613217	0.551803732	1
TRINITY_DN12322_c0_g1	SMP_1	SMP_2	0.292439772	7.546217647	0.656061842	1
TRINITY_DN12323_c0_g1	SMP_1	SMP_2	0.436648426	2.984649885	0.539514944	1
TRINITY_DN12323_c0_g2	SMP_1	SMP_2	-0.640227812	4.405872594	0.338775169	1
TRINITY_DN12323_c0_g3	SMP_1	SMP_2	0.632915298	4.430337475	0.345835659	1
TRINITY_DN12323_c0_g5	SMP_1	SMP_2	1.791824818	6.321458057	0.008220763	0.143217865
TRINITY_DN12323_c0_g6	SMP_1	SMP_2	0.823027817	2.230675885	0.26815586	1
TRINITY_DN12323_c0_g7	SMP_1	SMP_2	0.378939104	4.970757625	0.569131036	1
TRINITY_DN12323_c0_g8	SMP_1	SMP_2	-0.593807998	6.240267723	0.368462585	1
TRINITY_DN12324_c0_g1	SMP_1	SMP_2	-0.646477621	4.679920172	0.334782027	1
TRINITY_DN12325_c0_g1	SMP_1	SMP_2	0.963041367	3.645116814	0.160059052	0.886482426
TRINITY_DN12326_c0_g1	SMP_1	SMP_2	-0.361671777	6.397911936	0.58341645	1
TRINITY_DN12326_c0_g2	SMP_1	SMP_2	-0.040451362	5.94116011	0.9537135	1
TRINITY_DN12327_c1_g1	SMP_1	SMP_2	2.173104264	2.431937571	0.003901411	0.079719618
TRINITY_DN12327_c1_g2	SMP_1	SMP_2	0.426309546	2.276274199	0.587117378	1
TRINITY_DN12327_c1_g4	SMP_1	SMP_2	-3.474013836	0.715958046	0.000405979	0.013758252
TRINITY_DN12328_c0_g1	SMP_1	SMP_2	0.147087095	3.531936712	0.839180534	1
TRINITY_DN12328_c0_g2	SMP_1	SMP_2	1.338042908	0.241330104	0.148529576	0.852016367
TRINITY_DN12328_c0_g3	SMP_1	SMP_2	0.547430358	4.746316419	0.415980642	1
TRINITY_DN12328_c0_g4	SMP_1	SMP_2	0.375589063	2.988898682	0.600816403	1
TRINITY_DN12329_c0_g1	SMP_1	SMP_2	1.226911988	2.285172912	0.092406437	0.712793369
TRINITY_DN12330_c1_g1	SMP_1	SMP_2	0.494595263	4.620303243	0.46342567	1
TRINITY_DN12331_c0_g1	SMP_1	SMP_2	0.704716416	2.270539414	0.352237251	1
TRINITY_DN12331_c1_g1	SMP_1	SMP_2	0.20644256	5.028694343	0.759426277	1
TRINITY_DN12331_c1_g2	SMP_1	SMP_2	-0.012854967	5.650830699	0.98652949	1
TRINITY_DN12331_c1_g3	SMP_1	SMP_2	-0.733564186	6.686804624	0.266477246	1
TRINITY_DN12331_c1_g4	SMP_1	SMP_2	-0.247987086	2.078305154	0.757515162	1
TRINITY_DN12331_c1_g5	SMP_1	SMP_2	1.386242889	0.051339797	0.18037156	0.929660604
TRINITY_DN12332_c1_g1	SMP_1	SMP_2	-0.26630128	9.947896948	0.684001629	1
TRINITY_DN12332_c1_g2	SMP_1	SMP_2	-0.452152542	9.15494656	0.490225328	1
TRINITY_DN12332_c1_g5	SMP_1	SMP_2	-0.219534942	6.651548213	0.739179571	1
TRINITY_DN12332_c3_g1	SMP_1	SMP_2	0.20079797	6.986444279	0.760450416	1
TRINITY_DN12333_c0_g2	SMP_1	SMP_2	0.179883653	3.192613092	0.798819539	1
TRINITY_DN12333_c1_g1	SMP_1	SMP_2	0.264967541	7.254514086	0.686881782	1
TRINITY_DN12334_c0_g1	SMP_1	SMP_2	-0.167895738	8.449923019	0.797824275	1
TRINITY_DN12335_c0_g1	SMP_1	SMP_2	-0.584884532	5.798786502	0.377241387	1
TRINITY_DN12336_c0_g1	SMP_1	SMP_2	0.724890959	6.360568848	0.273528271	1
TRINITY_DN12336_c0_g2	SMP_1	SMP_2	0.074911372	4.308490117	0.918637643	1
TRINITY_DN12337_c0_g1	SMP_1	SMP_2	-0.104716999	6.730283819	0.874354788	1
TRINITY_DN12338_c0_g1	SMP_1	SMP_2	0.463509252	3.484590182	0.50742793	1
TRINITY_DN12338_c0_g2	SMP_1	SMP_2	0.559936368	0.122045655	0.683326794	1
TRINITY_DN12338_c0_g3	SMP_1	SMP_2	0.544210818	3.301769193	0.43236253	1
TRINITY_DN12339_c2_g1	SMP_1	SMP_2	-0.121699511	2.109138892	0.910272974	1
TRINITY_DN12339_c2_g2	SMP_1	SMP_2	-0.336276017	1.91653917	0.671960058	1
TRINITY_DN12339_c2_g3	SMP_1	SMP_2	-0.769190155	1.735680556	0.314789383	1
TRINITY_DN12339_c2_g4	SMP_1	SMP_2	0.354146214	8.530525416	0.588955674	1
TRINITY_DN12340_c0_g1	SMP_1	SMP_2	-0.976131117	8.3601798	0.139353396	0.84361712
TRINITY_DN12341_c0_g1	SMP_1	SMP_2	0.053908172	5.728793204	0.936221688	1
TRINITY_DN12341_c0_g2	SMP_1	SMP_2	0.078489378	5.592996884	0.907601003	1
TRINITY_DN12341_c0_g3	SMP_1	SMP_2	0.007405908	4.354743259	0.993424453	1
TRINITY_DN12342_c1_g1	SMP_1	SMP_2	-0.789041877	1.629978086	0.300098137	1
TRINITY_DN12342_c2_g1	SMP_1	SMP_2	-0.04608526	4.101945677	0.953132132	1
TRINITY_DN12342_c2_g2	SMP_1	SMP_2	-0.254742992	6.681490331	0.699052103	1
TRINITY_DN12342_c2_g3	SMP_1	SMP_2	0.03259499	3.900655023	0.964132917	1
TRINITY_DN12342_c2_g4	SMP_1	SMP_2	-0.002808321	7.834130719	0.997153283	1
TRINITY_DN12342_c2_g5	SMP_1	SMP_2	0.252174537	3.365417903	0.721293293	1
TRINITY_DN12342_c2_g6	SMP_1	SMP_2	0.673110809	1.156514713	0.438758707	1
TRINITY_DN12343_c0_g1	SMP_1	SMP_2	0.144271077	5.666476397	0.827979793	1
TRINITY_DN12344_c0_g1	SMP_1	SMP_2	-1.591400634	0.190393971	0.083719732	0.678265376
TRINITY_DN12344_c1_g1	SMP_1	SMP_2	0.544159426	0.391452641	0.567307031	1
TRINITY_DN12344_c2_g1	SMP_1	SMP_2	0.992935638	2.081103955	0.189492495	0.940226581
TRINITY_DN12344_c3_g1	SMP_1	SMP_2	0.706509613	1.749651229	0.353570684	1
TRINITY_DN12344_c4_g1	SMP_1	SMP_2	-0.248996427	7.248423438	0.704805594	1
TRINITY_DN12345_c0_g1	SMP_1	SMP_2	0.335168135	3.494054245	0.632990112	1
TRINITY_DN12346_c0_g1	SMP_1	SMP_2	-0.044217353	3.238752481	0.957698495	1
TRINITY_DN12347_c0_g1	SMP_1	SMP_2	-0.111222266	3.773885486	0.883205189	1
TRINITY_DN12347_c0_g2	SMP_1	SMP_2	1.228182679	2.14111601	0.105746605	0.755254905
TRINITY_DN12348_c0_g2	SMP_1	SMP_2	1.626714879	2.425484084	0.028604508	0.359764667
TRINITY_DN12349_c0_g1	SMP_1	SMP_2	-0.449807028	3.481194305	0.518665966	1
TRINITY_DN12350_c0_g1	SMP_1	SMP_2	-0.387163511	3.223511456	0.579099034	1
TRINITY_DN12351_c0_g1	SMP_1	SMP_2	-0.113374046	4.557475434	0.868956277	1
TRINITY_DN12352_c0_g1	SMP_1	SMP_2	0.436699727	2.035965207	0.550816738	1
TRINITY_DN12352_c0_g2	SMP_1	SMP_2	0.441869252	3.486170763	0.518665966	1
TRINITY_DN12352_c0_g3	SMP_1	SMP_2	0.403512102	2.162791601	0.584445876	1
TRINITY_DN12352_c0_g4	SMP_1	SMP_2	0.912373029	3.627596723	0.181781044	0.929660604
TRINITY_DN12353_c0_g1	SMP_1	SMP_2	-0.607097874	2.742421969	0.385144575	1
TRINITY_DN12354_c0_g1	SMP_1	SMP_2	-0.566646086	6.239402408	0.391072723	1
TRINITY_DN12355_c0_g1	SMP_1	SMP_2	-0.180446215	4.096837549	0.790778785	1
TRINITY_DN12356_c1_g1	SMP_1	SMP_2	-0.1883686	4.335724032	0.783076803	1
TRINITY_DN12356_c1_g2	SMP_1	SMP_2	0.164911528	5.387375867	0.804619936	1
TRINITY_DN12356_c2_g1	SMP_1	SMP_2	-0.186983783	5.076914297	0.778679303	1
TRINITY_DN12356_c2_g2	SMP_1	SMP_2	0.143117792	3.600994751	0.835822327	1
TRINITY_DN12357_c0_g1	SMP_1	SMP_2	0.044719045	3.311237868	0.959943146	1
TRINITY_DN12358_c0_g1	SMP_1	SMP_2	-1.227826179	6.844571932	0.06495762	0.590315419
TRINITY_DN12359_c1_g2	SMP_1	SMP_2	1.180727967	1.313443971	0.143419277	0.852016367
TRINITY_DN12359_c1_g3	SMP_1	SMP_2	1.122618095	3.929623803	0.102253109	0.743906712
TRINITY_DN12359_c1_g4	SMP_1	SMP_2	1.568617038	3.424180192	0.026573366	0.339109601
TRINITY_DN12359_c1_g5	SMP_1	SMP_2	0.431814168	2.432665838	0.56288513	1
TRINITY_DN12359_c1_g6	SMP_1	SMP_2	-2.181179874	-0.274690515	0.049335813	0.50936303
TRINITY_DN12359_c1_g7	SMP_1	SMP_2	-0.055643424	1.038731041	1	1
TRINITY_DN12360_c1_g1	SMP_1	SMP_2	-0.894408942	3.416045022	0.197940163	0.956121316
TRINITY_DN12361_c2_g1	SMP_1	SMP_2	0.119381257	3.047225039	0.888103896	1
TRINITY_DN12361_c2_g2	SMP_1	SMP_2	-0.009860744	3.241959412	1	1
TRINITY_DN12361_c3_g1	SMP_1	SMP_2	0.21989974	6.840382454	0.738577571	1
TRINITY_DN12361_c3_g2	SMP_1	SMP_2	-0.328038774	1.855627618	0.688971709	1
TRINITY_DN12362_c0_g1	SMP_1	SMP_2	0.567641241	3.768952418	0.404107674	1
TRINITY_DN12362_c0_g2	SMP_1	SMP_2	-0.210557034	4.362068398	0.75518021	1
TRINITY_DN12362_c0_g3	SMP_1	SMP_2	-0.495428425	2.208375227	0.501623687	1
TRINITY_DN12363_c0_g1	SMP_1	SMP_2	1.537962106	2.410536805	0.038010725	0.433033268
TRINITY_DN12363_c1_g1	SMP_1	SMP_2	-0.096241998	4.655612049	0.893334998	1
TRINITY_DN12363_c1_g2	SMP_1	SMP_2	0.919008476	5.35802073	0.169474724	0.904262898
TRINITY_DN12363_c1_g3	SMP_1	SMP_2	-1.359092654	2.323415151	0.065333431	0.593043988
TRINITY_DN12364_c0_g1	SMP_1	SMP_2	0.073084562	3.241491591	0.915842625	1
TRINITY_DN12365_c0_g1	SMP_1	SMP_2	-0.057487978	4.684782186	0.937219227	1
TRINITY_DN12366_c1_g1	SMP_1	SMP_2	1.827141455	3.691699948	0.009214066	0.156805808
TRINITY_DN12366_c2_g1	SMP_1	SMP_2	0.087709459	5.491639476	0.897937018	1
TRINITY_DN12366_c2_g2	SMP_1	SMP_2	1.623547867	-0.058067062	0.14806642	0.852016367
TRINITY_DN12367_c0_g1	SMP_1	SMP_2	-1.625789257	3.250453137	0.021614119	0.294804582
TRINITY_DN12367_c0_g2	SMP_1	SMP_2	-0.712258577	1.879055928	0.355638831	1
TRINITY_DN12368_c0_g1	SMP_1	SMP_2	-0.06726985	3.53912343	0.931172045	1
TRINITY_DN12369_c0_g1	SMP_1	SMP_2	-0.108415041	4.071390827	0.880792184	1
TRINITY_DN12370_c0_g1	SMP_1	SMP_2	-0.867718079	5.380718324	0.192271763	0.947023997
TRINITY_DN12371_c0_g1	SMP_1	SMP_2	-0.990251227	1.622625418	0.210777641	0.977364014
TRINITY_DN12371_c1_g1	SMP_1	SMP_2	-0.293771917	3.743419301	0.669701731	1
TRINITY_DN12371_c1_g2	SMP_1	SMP_2	-0.542774506	3.400005991	0.435717642	1
TRINITY_DN12371_c1_g4	SMP_1	SMP_2	0.264656966	0.359353736	0.814851278	1
TRINITY_DN12371_c1_g5	SMP_1	SMP_2	0.142478911	5.295595604	0.832518346	1
TRINITY_DN12371_c1_g6	SMP_1	SMP_2	-0.666610353	6.611449069	0.312367855	1
TRINITY_DN12372_c0_g1	SMP_1	SMP_2	-0.31061734	3.906193834	0.653757154	1
TRINITY_DN12373_c0_g1	SMP_1	SMP_2	0.094921332	6.285560107	0.886840271	1
TRINITY_DN12374_c0_g1	SMP_1	SMP_2	-0.047648745	6.691082456	0.943348258	1
TRINITY_DN12374_c0_g2	SMP_1	SMP_2	0.063134326	1.386410679	0.951982989	1
TRINITY_DN12375_c0_g1	SMP_1	SMP_2	0.106351235	3.422808016	0.888595489	1
TRINITY_DN12376_c0_g1	SMP_1	SMP_2	0.134424986	5.144788856	0.844211988	1
TRINITY_DN12376_c0_g2	SMP_1	SMP_2	-0.829884723	6.914142279	0.208959655	0.97467401
TRINITY_DN12376_c0_g4	SMP_1	SMP_2	-0.804021463	3.671045356	0.240255788	1
TRINITY_DN12377_c0_g1	SMP_1	SMP_2	0.604103934	2.846600662	0.400248739	1
TRINITY_DN12377_c1_g1	SMP_1	SMP_2	0.132527544	5.209523729	0.843737569	1
TRINITY_DN12378_c0_g1	SMP_1	SMP_2	-0.145763059	7.640696203	0.824464563	1
TRINITY_DN12379_c0_g1	SMP_1	SMP_2	-1.121868764	4.436361353	0.09772177	0.731017271
TRINITY_DN12379_c0_g2	SMP_1	SMP_2	0.331389793	5.540768962	0.618766103	1
TRINITY_DN12379_c0_g3	SMP_1	SMP_2	0.293405817	6.421349536	0.656613755	1
TRINITY_DN12380_c0_g1	SMP_1	SMP_2	-0.657791116	2.34761013	0.367428345	1
TRINITY_DN12380_c1_g1	SMP_1	SMP_2	-0.26992351	7.501856044	0.681018783	1
TRINITY_DN12381_c0_g1	SMP_1	SMP_2	-0.15852274	1.682676868	0.88223005	1
TRINITY_DN12381_c0_g2	SMP_1	SMP_2	-0.946936358	5.387271258	0.154543057	0.869961261
TRINITY_DN12381_c0_g4	SMP_1	SMP_2	-1.763062709	2.322508339	0.017397955	0.25227035
TRINITY_DN12382_c0_g1	SMP_1	SMP_2	1.683907883	0.475704215	0.062561569	0.586417985
TRINITY_DN12382_c0_g2	SMP_1	SMP_2	0.502095437	3.754220762	0.467361129	1
TRINITY_DN12382_c0_g3	SMP_1	SMP_2	-0.061990146	1.914343236	0.965974098	1
TRINITY_DN12383_c0_g1	SMP_1	SMP_2	0.008142792	3.735895387	1	1
TRINITY_DN12384_c0_g1	SMP_1	SMP_2	0.768323539	0.644087372	0.37125267	1
TRINITY_DN12384_c0_g2	SMP_1	SMP_2	-0.418484594	0.340625248	0.638758743	1
TRINITY_DN12384_c1_g1	SMP_1	SMP_2	-0.757590021	2.883131149	0.286836316	1
TRINITY_DN12384_c2_g1	SMP_1	SMP_2	-0.517297953	4.790595986	0.442244024	1
TRINITY_DN12384_c2_g2	SMP_1	SMP_2	0.063341624	4.054170825	0.935537125	1
TRINITY_DN12384_c2_g3	SMP_1	SMP_2	-0.482155553	6.277113427	0.465306551	1
TRINITY_DN12385_c1_g1	SMP_1	SMP_2	-0.904300117	4.477602977	0.178775191	0.927453026
TRINITY_DN12385_c1_g2	SMP_1	SMP_2	-0.061187088	7.212555583	0.926463472	1
TRINITY_DN12385_c1_g3	SMP_1	SMP_2	1.607198425	2.730017311	0.026392861	0.337538715
TRINITY_DN12385_c1_g4	SMP_1	SMP_2	0.213683366	0.443288336	0.824297641	1
TRINITY_DN12386_c0_g1	SMP_1	SMP_2	0.230424251	5.110394414	0.731090981	1
TRINITY_DN12387_c1_g1	SMP_1	SMP_2	-0.860849125	0.167553155	0.366587697	1
TRINITY_DN12387_c2_g1	SMP_1	SMP_2	1.117291367	1.357110511	0.15598268	0.874715462
TRINITY_DN12387_c3_g1	SMP_1	SMP_2	-0.12149549	6.533300101	0.854498043	1
TRINITY_DN12387_c3_g2	SMP_1	SMP_2	2.497250748	0.219631774	0.023630413	0.311767995
TRINITY_DN12387_c4_g1	SMP_1	SMP_2	-0.447179085	3.429654565	0.524231225	1
TRINITY_DN12388_c0_g1	SMP_1	SMP_2	1.362854442	-0.226625599	0.228157586	0.995369741
TRINITY_DN12388_c0_g2	SMP_1	SMP_2	0.315325694	6.575259502	0.632417357	1
TRINITY_DN12389_c0_g1	SMP_1	SMP_2	0.342041587	3.415205385	0.62604956	1
TRINITY_DN12390_c0_g1	SMP_1	SMP_2	0.535842148	3.662343579	0.438006195	1
TRINITY_DN12391_c0_g1	SMP_1	SMP_2	-0.913273754	5.501700367	0.170250044	0.906317514
TRINITY_DN12392_c0_g1	SMP_1	SMP_2	0.174123149	3.594122879	0.802950401	1
TRINITY_DN12393_c0_g1	SMP_1	SMP_2	-1.18268226	5.862958914	0.076098426	0.6479938
